Chromosome Name	Strand	Ensembl Transcript ID	Ensembl Transcript ID	Transcript Start (bp)	Transcript End (bp)
9	-1	ENST00000372043	ENST00000372043	135018161	135029122
9	-1	ENST00000372040	ENST00000372040	135018161	135029127
9	-1	ENST00000372038	ENST00000372038	135019283	135029105
9	-1	ENST00000372036	ENST00000372036	135025378	135029122
1	1	ENST00000317584	ENST00000317584	111483772	111529247
1	1	ENST00000357172	ENST00000357172	111484356	111529247
12	1	ENST00000392727	ENST00000392727	108496000	108519450
12	1	ENST00000228510	ENST00000228510	108496995	108519450
17	1	ENST00000225371	ENST00000225371	53625088	53636783
7	1	ENST00000361901	ENST00000361901	134114711	134306010
7	1	ENST00000361388	ENST00000361388	134114711	134306010
7	1	ENST00000361675	ENST00000361675	134114711	134306010
7	1	ENST00000393118	ENST00000393118	134226699	134306010
6	1	ENST00000238918	ENST00000238918	69405289	70156123
6	1	ENST00000370598	ENST00000370598	69401980	70156124
3	1	ENST00000296046	ENST00000296046	150065771	150097558
2	-1	ENST00000354183	ENST00000354183	131522249	131567462
2	-1	ENST00000409424	ENST00000409424	131521919	131567462
2	-1	ENST00000389915	ENST00000389915	131521920	131567474
2	-1	ENST00000409185	ENST00000409185	131521919	131567471
9	-1	ENST00000361057	ENST00000361057	73766076	73766289
1	-1	ENST00000369761	ENST00000369761	111461481	111484238
1	-1	ENST00000286692	ENST00000286692	111461478	111484185
11	-1	ENST00000316398	ENST00000316398	85073697	85074821
17	1	ENST00000284081	ENST00000284081	53601761	53603689
11	-1	ENST00000398294	ENST00000398294	85049533	85052917
11	-1	ENST00000260058	ENST00000260058	85049761	85053794
12	-1	ENST00000266839	ENST00000266839	108475908	108495741
17	1	ENST00000268912	ENST00000268912	53587514	53588446
19	-1	ENST00000377750	ENST00000377750	50964818	50977576
19	-1	ENST00000342805	ENST00000342805	50964818	50977576
19	-1	ENST00000291270	ENST00000291270	50964818	50977655
19	-1	ENST00000348168	ENST00000348168	50964818	50975157
19	-1	ENST00000343373	ENST00000343373	50964818	50975157
19	-1	ENST00000354227	ENST00000354227	50964818	50975157
17	1	ENST00000240343	ENST00000240343	53515798	53521810
X	1	ENST00000406022	ENST00000406022	153279912	153282447
X	1	ENST00000369817	ENST00000369817	153278689	153282452
X	1	ENST00000344746	ENST00000344746	153279907	153283874
X	1	ENST00000369810	ENST00000369810	153280425	153282447
1	-1	ENST00000369763	ENST00000369763	111291336	111308089
1	-1	ENST00000324843	ENST00000324843	111291336	111308089
3	1	ENST00000282957	ENST00000282957	150028131	150060633
7	1	ENST00000393132	ENST00000393132	133982111	134015099
7	1	ENST00000344924	ENST00000344924	133982095	134015105
6	-1	ENST00000393380	ENST00000393380	66095895	66473839
6	-1	ENST00000342421	ENST00000342421	66101527	66262615
11	1	ENST00000304511	ENST00000304511	85036669	85045227
6	-1	ENST00000370616	ENST00000370616	65824229	65824339
19	-1	ENST00000317578	ENST00000317578	50959884	50964152
6	-1	ENST00000370615	ENST00000370615	66062372	66069625
6	-1	ENST00000237253	ENST00000237253	65653312	65679356
6	-1	ENST00000370618	ENST00000370618	65764193	65764315
17	-1	ENST00000258962	ENST00000258962	53433283	53439706
6	-1	ENST00000370617	ENST00000370617	65771073	65771147
6	-1	ENST00000370621	ENST00000370621	65579997	65589548
X	1	ENST00000369835	ENST00000369835	153260917	153263075
X	1	ENST00000369842	ENST00000369842	153260917	153263075
7	1	ENST00000359579	ENST00000359579	133862884	133876693
2	1	ENST00000409359	ENST00000409359	131311498	131421273
2	1	ENST00000326016	ENST00000326016	131390694	131521306
2	1	ENST00000392954	ENST00000392954	131390694	131521306
2	1	ENST00000409303	ENST00000409303	131405001	131520232
2	1	ENST00000392953	ENST00000392953	131390694	131521306
2	1	ENST00000355771	ENST00000355771	131485738	131521306
17	-1	ENST00000258963	ENST00000258963	53403909	53420614
1	1	ENST00000271324	ENST00000271324	111217245	111244081
6	-1	ENST00000330816	ENST00000330816	65359745	65392891
19	1	ENST00000300869	ENST00000300869	50887772	50898426
19	1	ENST00000012049	ENST00000012049	50887772	50898426
6	-1	ENST00000398580	ENST00000398580	64530281	64632210
1	-1	ENST00000369769	ENST00000369769	111016610	111019178
11	1	ENST00000358867	ENST00000358867	85017296	85025210
11	1	ENST00000393375	ENST00000393375	85017310	85025180
11	1	ENST00000304524	ENST00000304524	85017296	85025210
2	1	ENST00000321420	ENST00000321420	131229547	131242177
17	-1	ENST00000407144	ENST00000407144	53295336	53387683
17	-1	ENST00000360238	ENST00000360238	53295336	53335749
6	-1	ENST00000237261	ENST00000237261	64488451	64489650
12	-1	ENST00000396004	ENST00000396004	25011328	25011705
7	-1	ENST00000322982	ENST00000322982	28961752	28964187
1	-1	ENST00000369770	ENST00000369770	110937728	110975619
1	-1	ENST00000316361	ENST00000316361	110947399	110950498
17	-1	ENST00000299415	ENST00000299415	53176841	53177672
17	-1	ENST00000313608	ENST00000313608	53271847	53282407
19	-1	ENST00000342669	ENST00000342669	50882559	50887282
19	-1	ENST00000391932	ENST00000391932	50882559	50887282
2	1	ENST00000309926	ENST00000309926	131203193	131204379
1	-1	ENST00000369771	ENST00000369771	110861396	110862983
1	1	ENST00000271331	ENST00000271331	110795272	110801497
2	1	ENST00000321675	ENST00000321675	131154093	131159903
12	1	ENST00000342494	ENST00000342494	108399822	108458887
12	1	ENST00000280774	ENST00000280774	108399822	108440155
12	1	ENST00000340074	ENST00000340074	108399822	108412782
1	-1	ENST00000256644	ENST00000256644	110745402	110752069
1	-1	ENST00000369775	ENST00000369775	110745394	110752083
9	-1	ENST00000393160	ENST00000393160	134962928	135014414
9	-1	ENST00000372062	ENST00000372062	134962928	135014542
9	-1	ENST00000393157	ENST00000393157	134962928	134994526
9	-1	ENST00000372050	ENST00000372050	134962931	134986382
9	-1	ENST00000372047	ENST00000372047	134962928	134986384
9	-1	ENST00000372051	ENST00000372051	134962928	135014409
2	1	ENST00000409602	ENST00000409602	131085524	131132134
3	1	ENST00000402260	ENST00000402260	149940275	149943478
3	1	ENST00000404754	ENST00000404754	149898348	149943478
3	1	ENST00000407012	ENST00000407012	149898348	149943478
3	1	ENST00000349243	ENST00000349243	149898348	149943478
3	1	ENST00000406061	ENST00000406061	149898348	149943478
19	1	ENST00000263281	ENST00000263281	50863342	50877544
6	1	ENST00000393387	ENST00000393387	64414390	64482364
6	1	ENST00000262043	ENST00000262043	64403700	64483336
3	1	ENST00000282928	ENST00000282928	148609871	148617196
12	-1	ENST00000365276	ENST00000365276	52779242	52779353
15	1	ENST00000386292	ENST00000386292	53443046	53443135
17	1	ENST00000284073	ENST00000284073	52688930	53112298
17	1	ENST00000322684	ENST00000322684	52689373	53065542
12	-1	ENST00000228495	ENST00000228495	108370843	108399538
7	-1	ENST00000285930	ENST00000285930	133777649	133794428
7	-1	ENST00000342324	ENST00000342324	28285354	28285855
10	-1	ENST00000369267	ENST00000369267	116180862	116434404
10	-1	ENST00000369252	ENST00000369252	116180862	116434404
10	-1	ENST00000214870	ENST00000214870	116180862	116434404
10	-1	ENST00000369262	ENST00000369262	116180862	116407949
10	-1	ENST00000336585	ENST00000336585	116180862	116407949
10	-1	ENST00000277895	ENST00000277895	116185935	116407957
10	-1	ENST00000369256	ENST00000369256	116184201	116381732
10	-1	ENST00000369263	ENST00000369263	116180862	116365332
10	-1	ENST00000392955	ENST00000392955	116180862	116363454
10	-1	ENST00000369266	ENST00000369266	116180862	116434404
10	-1	ENST00000369265	ENST00000369265	116180862	116434404
10	-1	ENST00000392952	ENST00000392952	116180862	116276675
10	-1	ENST00000369260	ENST00000369260	116180862	116276680
10	-1	ENST00000369257	ENST00000369257	116180862	116276584
10	-1	ENST00000369253	ENST00000369253	116185935	116250190
11	-1	ENST00000376104	ENST00000376104	82846610	85015962
11	-1	ENST00000404783	ENST00000404783	82848509	84674827
11	-1	ENST00000398309	ENST00000398309	82843703	84312086
11	-1	ENST00000330014	ENST00000330014	82843701	83923496
11	-1	ENST00000280241	ENST00000280241	82847757	83705836
11	-1	ENST00000376106	ENST00000376106	82847757	83661971
11	-1	ENST00000398304	ENST00000398304	82869084	83070960
11	-1	ENST00000398301	ENST00000398301	83175132	83706028
11	-1	ENST00000398299	ENST00000398299	83351654	83555695
3	-1	ENST00000383075	ENST00000383075	148586527	148607097
2	-1	ENST00000259216	ENST00000259216	131066823	131073721
1	-1	ENST00000369779	ENST00000369779	110707028	110735159
1	-1	ENST00000369781	ENST00000369781	110707028	110735159
2	1	ENST00000344584	ENST00000344584	131045792	131055676
2	1	ENST00000409793	ENST00000409793	131044872	131056411
2	1	ENST00000409982	ENST00000409982	131044929	131051384
2	-1	ENST00000330061	ENST00000330061	131013141	131023038
2	-1	ENST00000409259	ENST00000409259	131013138	131023926
1	1	ENST00000369787	ENST00000369787	110555588	110578188
6	1	ENST00000370650	ENST00000370650	64340434	64350290
6	1	ENST00000370651	ENST00000370651	64339879	64351447
6	1	ENST00000370644	ENST00000370644	64344744	64348038
17	1	ENST00000337714	ENST00000337714	52517552	52553709
17	1	ENST00000314126	ENST00000314126	52517552	52540373
1	1	ENST00000384760	ENST00000384760	210932229	210932332
12	1	ENST00000310903	ENST00000310903	108310871	108367824
1	1	ENST00000331565	ENST00000331565	110494631	110546347
11	-1	ENST00000260054	ENST00000260054	82650152	82675025
9	1	ENST00000303626	ENST00000303626	134927201	134936972
9	1	ENST00000372080	ENST00000372080	134927201	134936972
9	1	ENST00000351304	ENST00000351304	134927201	134936972
7	-1	ENST00000378509	ENST00000378509	133624632	133652343
9	-1	ENST00000388313	ENST00000388313	72383899	72384196
2	1	ENST00000281882	ENST00000281882	130995137	131002035
17	1	ENST00000262288	ENST00000262288	52410467	52439126
17	1	ENST00000393142	ENST00000393142	52410508	52436565
1	-1	ENST00000369792	ENST00000369792	110404520	110414845
6	-1	ENST00000370657	ENST00000370657	64047521	64087841
6	-1	ENST00000370658	ENST00000370658	64047521	64063281
6	-1	ENST00000393404	ENST00000393404	64047885	64063281
6	-1	ENST00000393403	ENST00000393403	64047885	64063281
19	-1	ENST00000245925	ENST00000245925	50804500	50834509
19	-1	ENST00000391934	ENST00000391934	50804500	50834484
1	1	ENST00000334179	ENST00000334179	110456585	110458092
6	1	ENST00000356170	ENST00000356170	63979421	63979782
6	1	ENST00000370659	ENST00000370659	63979310	63980888
16	-1	ENST00000407825	ENST00000407825	88650477	88669839
16	-1	ENST00000325921	ENST00000325921	88650475	88656234
7	1	ENST00000285928	ENST00000285928	133462645	133599473
19	-1	ENST00000323040	ENST00000323040	50784875	50797294
2	-1	ENST00000409832	ENST00000409832	130933498	130983709
11	1	ENST00000342658	ENST00000342658	82583088	82644685
11	1	ENST00000393392	ENST00000393392	82582939	82637661
11	1	ENST00000393389	ENST00000393389	82583088	82608209
11	1	ENST00000260047	ENST00000260047	82599951	82644690
16	-1	ENST00000409873	ENST00000409873	88633670	88641534
16	-1	ENST00000409768	ENST00000409768	88637333	88641010
2	-1	ENST00000321351	ENST00000321351	130909705	130915458
19	-1	ENST00000323060	ENST00000323060	50722867	50779962
19	-1	ENST00000263275	ENST00000263275	50744252	50779962
17	-1	ENST00000240316	ENST00000240316	52370562	52393410
16	-1	ENST00000408886	ENST00000408886	88622898	88623251
6	-1	ENST00000281156	ENST00000281156	62447826	63054091
12	-1	ENST00000299162	ENST00000299162	108200167	108231408
12	-1	ENST00000355216	ENST00000355216	108200167	108231408
12	-1	ENST00000266856	ENST00000266856	108200168	108231408
10	-1	ENST00000386800	ENST00000386800	26142744	26142852
17	-1	ENST00000316881	ENST00000316881	52320269	52346408
3	-1	ENST00000342435	ENST00000342435	147715658	147745186
10	-1	ENST00000304129	ENST00000304129	116044575	116154505
10	-1	ENST00000369271	ENST00000369271	116044575	116154505
10	-1	ENST00000392974	ENST00000392974	116044575	116090582
3	1	ENST00000387758	ENST00000387758	44087610	44087679
1	1	ENST00000369795	ENST00000369795	110378764	110398768
1	1	ENST00000369794	ENST00000369794	110378764	110384026
1	1	ENST00000369796	ENST00000369796	110375722	110398784
11	1	ENST00000298281	ENST00000298281	82545785	82574478
6	-1	ENST00000328346	ENST00000328346	58358653	58395604
10	-1	ENST00000386798	ENST00000386798	25722540	25722777
2	1	ENST00000409022	ENST00000409022	130830121	130849446
2	1	ENST00000175756	ENST00000175756	130830088	130848613
2	1	ENST00000347849	ENST00000347849	130830088	130848613
11	-1	ENST00000260056	ENST00000260056	82370127	82460532
17	1	ENST00000284061	ENST00000284061	52266552	52295922
16	1	ENST00000268699	ENST00000268699	88616509	88638880
10	1	ENST00000392982	ENST00000392982	115989079	116056184
10	1	ENST00000369275	ENST00000369275	115989079	116041262
10	1	ENST00000298715	ENST00000298715	115989008	116039741
3	-1	ENST00000336685	ENST00000336685	147633772	147696412
17	-1	ENST00000397862	ENST00000397862	52224273	52266256
17	-1	ENST00000397861	ENST00000397861	52224274	52266255
6	1	ENST00000389488	ENST00000389488	57290381	57621334
6	1	ENST00000370687	ENST00000370687	57287562	57299120
6	1	ENST00000274891	ENST00000274891	57290381	57299120
19	1	ENST00000245932	ENST00000245932	50702528	50722076
19	1	ENST00000407001	ENST00000407001	50702610	50722076
19	1	ENST00000377786	ENST00000377786	50702610	50722076
7	1	ENST00000253861	ENST00000253861	132588363	133401051
7	1	ENST00000393161	ENST00000393161	132588363	132819484
X	-1	ENST00000344736	ENST00000344736	153230091	153252845
X	-1	ENST00000360319	ENST00000360319	153230091	153252845
X	-1	ENST00000369863	ENST00000369863	153230091	153252845
X	-1	ENST00000369850	ENST00000369850	153230210	153256188
X	-1	ENST00000369854	ENST00000369854	153230091	153241805
X	-1	ENST00000369856	ENST00000369856	153230091	153241805
X	-1	ENST00000369852	ENST00000369852	153242015	153244289
16	-1	ENST00000002501	ENST00000002501	88598782	88613438
16	-1	ENST00000304733	ENST00000304733	88598782	88604030
16	-1	ENST00000392973	ENST00000392973	88598782	88603890
11	1	ENST00000329143	ENST00000329143	82303402	82323345
1	1	ENST00000393614	ENST00000393614	110328831	110374500
1	1	ENST00000369799	ENST00000369799	110328952	110366519
1	1	ENST00000359172	ENST00000359172	110348276	110366534
16	1	ENST00000388970	ENST00000388970	88566489	88594696
17	1	ENST00000332822	ENST00000332822	52026274	52027542
9	1	ENST00000372097	ENST00000372097	134888454	134923709
9	1	ENST00000342018	ENST00000342018	134896208	134923707
9	1	ENST00000372095	ENST00000372095	134896208	134923707
9	1	ENST00000372108	ENST00000372108	134896208	134923707
9	1	ENST00000372099	ENST00000372099	134895934	134923707
9	1	ENST00000372089	ENST00000372089	134896208	134920317
2	1	ENST00000259239	ENST00000259239	130816959	130820667
2	1	ENST00000409935	ENST00000409935	130816920	130820562
2	1	ENST00000409649	ENST00000409649	130816953	130820407
19	1	ENST00000401593	ENST00000401593	50695047	50697408
19	1	ENST00000396736	ENST00000396736	50695059	50697408
19	1	ENST00000396734	ENST00000396734	50693571	50697602
19	1	ENST00000401705	ENST00000401705	50683875	50697397
19	1	ENST00000396737	ENST00000396737	50692349	50697440
19	1	ENST00000396735	ENST00000396735	50694708	50697608
19	1	ENST00000402807	ENST00000402807	50695048	50697203
11	-1	ENST00000313010	ENST00000313010	82213058	82289205
11	-1	ENST00000393399	ENST00000393399	82213058	82289205
7	-1	ENST00000262570	ENST00000262570	132120170	132417390
3	-1	ENST00000354952	ENST00000354952	147392882	147451656
3	-1	ENST00000383083	ENST00000383083	147392882	147451656
11	1	ENST00000391393	ENST00000391393	82211137	82211244
17	1	ENST00000318698	ENST00000318698	51585835	51915006
11	1	ENST00000391394	ENST00000391394	78485597	78485677
16	1	ENST00000355531	ENST00000355531	88566489	88594696
19	1	ENST00000324688	ENST00000324688	50693705	50697406
11	-1	ENST00000329203	ENST00000329203	82121139	82122419
7	1	ENST00000332558	ENST00000332558	131984093	132064052
9	1	ENST00000372124	ENST00000372124	134810753	134856892
9	1	ENST00000339463	ENST00000339463	134810753	134856892
9	1	ENST00000372123	ENST00000372123	134851864	134856895
9	1	ENST00000372122	ENST00000372122	134851864	134856895
16	-1	ENST00000360417	ENST00000360417	88564018	88564383
10	1	ENST00000251864	ENST00000251864	115929019	115982053
10	1	ENST00000369281	ENST00000369281	115929019	115982053
10	1	ENST00000369282	ENST00000369282	115929019	115981476
10	1	ENST00000369280	ENST00000369280	115929339	115978166
6	-1	ENST00000344445	ENST00000344445	57161566	57194216
6	-1	ENST00000317483	ENST00000317483	57161566	57195037
17	1	ENST00000268896	ENST00000268896	51183355	51209747
17	1	ENST00000325214	ENST00000325214	51183760	51209747
2	-1	ENST00000409127	ENST00000409127	130812539	130816367
2	-1	ENST00000259229	ENST00000259229	130812286	130816392
2	-1	ENST00000312988	ENST00000312988	130665790	130672510
6	1	ENST00000370693	ENST00000370693	57145083	57157692
16	1	ENST00000268676	ENST00000268676	88542684	88561968
7	-1	ENST00000359827	ENST00000359827	131464993	131465529
17	-1	ENST00000299377	ENST00000299377	51151989	51164481
7	-1	ENST00000408969	ENST00000408969	131465778	131843992
7	-1	ENST00000251675	ENST00000251675	131465778	131483955
7	-1	ENST00000378539	ENST00000378539	131720487	131911863
7	-1	ENST00000251676	ENST00000251676	131820115	131911863
11	-1	ENST00000278550	ENST00000278550	78041977	78458637
X	1	ENST00000369915	ENST00000369915	153177345	153211893
X	1	ENST00000217905	ENST00000217905	153177345	153211893
X	1	ENST00000369912	ENST00000369912	153186603	153211894
14	-1	ENST00000320746	ENST00000320746	70005519	70007629
3	1	ENST00000387749	ENST00000387749	43331447	43331751
3	1	ENST00000387739	ENST00000387739	43246013	43246080
2	1	ENST00000281871	ENST00000281871	130656173	130664769
2	1	ENST00000409255	ENST00000409255	130656300	130664755
19	-1	ENST00000245923	ENST00000245923	50680390	50692151
19	-1	ENST00000344680	ENST00000344680	50680390	50692153
17	-1	ENST00000262065	ENST00000262065	50824973	50854340
4	-1	ENST00000387855	ENST00000387855	56892088	56892159
