Chromosome	Strand	Annotation ID	Segment ID	Start (bp)	End (bp)
2	1	ENSMUST00000139338	ENSMUSG00000085428	180569185	180571185
2	1	ENSMUST00000157709	ENSMUSG00000088334	180570531	180572531
2	1	ENSMUST00000146224	ENSMUSG00000085728	180580356	180582356
2	1	ENSMUST00000083520	ENSMUSG00000065454	180626735	180628735
2	-1	ENSMUST00000037299	ENSMUSG00000038848	180637081	180639081
2	-1	ENSMUST00000108876	ENSMUSG00000038848	180638074	180640074
2	-1	ENSMUST00000124666	ENSMUSG00000038848	180644472	180646472
2	1	ENSMUST00000137859	ENSMUSG00000038840	180661727	180663727
2	1	ENSMUST00000108875	ENSMUSG00000038840	180661727	180663727
2	-1	ENSMUST00000108873	ENSMUSG00000027574	180667476	180669476
2	-1	ENSMUST00000151494	ENSMUSG00000027574	180667476	180669476
2	-1	ENSMUST00000103053	ENSMUSG00000027574	180667476	180669476
2	-1	ENSMUST00000139929	ENSMUSG00000027574	180668689	180670689
2	-1	ENSMUST00000148905	ENSMUSG00000027574	180669885	180671885
2	-1	ENSMUST00000134231	ENSMUSG00000027574	180675868	180677868
2	-1	ENSMUST00000137274	ENSMUSG00000027574	180676444	180678444
2	1	ENSMUST00000154616	ENSMUSG00000087293	180687168	180689168
2	1	ENSMUST00000108862	ENSMUSG00000027575	180699929	180701929
2	1	ENSMUST00000029092	ENSMUSG00000027575	180699938	180701938
2	1	ENSMUST00000098981	ENSMUSG00000027575	180699946	180701946
2	1	ENSMUST00000108861	ENSMUSG00000027575	180699949	180701949
2	1	ENSMUST00000145629	ENSMUSG00000027575	180699969	180701969
2	1	ENSMUST00000136590	ENSMUSG00000027575	180699971	180701971
2	1	ENSMUST00000108860	ENSMUSG00000027575	180699981	180701981
2	1	ENSMUST00000132627	ENSMUSG00000027575	180699983	180701983
2	1	ENSMUST00000108859	ENSMUSG00000027575	180700004	180702004
2	1	ENSMUST00000131994	ENSMUSG00000027575	180703744	180705744
2	1	ENSMUST00000123298	ENSMUSG00000027575	180703759	180705759
2	1	ENSMUST00000138706	ENSMUSG00000027575	180706190	180708190
2	1	ENSMUST00000150507	ENSMUSG00000027575	180706207	180708207
2	1	ENSMUST00000134519	ENSMUSG00000027575	180706535	180708535
2	1	ENSMUST00000148908	ENSMUSG00000027575	180713053	180715053
2	1	ENSMUST00000094214	ENSMUSG00000070461	180716936	180718936
2	1	ENSMUST00000152473	ENSMUSG00000016356	180733158	180735158
2	-1	ENSMUST00000108851	ENSMUSG00000027577	180751084	180753084
2	-1	ENSMUST00000067120	ENSMUSG00000027577	180755015	180757015
2	-1	ENSMUST00000135766	ENSMUSG00000027577	180762129	180764129
2	-1	ENSMUST00000124400	ENSMUSG00000027577	180766728	180768728
2	-1	ENSMUST00000149964	ENSMUSG00000016346	180808283	180810283
2	-1	ENSMUST00000016491	ENSMUSG00000016346	180808292	180810292
2	-1	ENSMUST00000103047	ENSMUSG00000016346	180808292	180810292
2	-1	ENSMUST00000103048	ENSMUSG00000016346	180808292	180810292
2	-1	ENSMUST00000049792	ENSMUSG00000016346	180808292	180810292
2	-1	ENSMUST00000081528	ENSMUSG00000016346	180808292	180810292
2	-1	ENSMUST00000103051	ENSMUSG00000016346	180812285	180814285
2	-1	ENSMUST00000129695	ENSMUSG00000016346	180813205	180815205
2	-1	ENSMUST00000103049	ENSMUSG00000016346	180813207	180815207
2	-1	ENSMUST00000103050	ENSMUSG00000016346	180813734	180815734
2	-1	ENSMUST00000145861	ENSMUSG00000016346	180817286	180819286
2	-1	ENSMUST00000129073	ENSMUSG00000016346	180818682	180820682
2	-1	ENSMUST00000152099	ENSMUSG00000016346	180819683	180821683
2	-1	ENSMUST00000144592	ENSMUSG00000016346	180828945	180830945
2	-1	ENSMUST00000139458	ENSMUSG00000016346	180829170	180831170
2	-1	ENSMUST00000140789	ENSMUSG00000016346	180841148	180843148
2	-1	ENSMUST00000129361	ENSMUSG00000016346	180841148	180843148
2	-1	ENSMUST00000123336	ENSMUSG00000016346	180841148	180843148
2	-1	ENSMUST00000154164	ENSMUSG00000016346	180841148	180843148
2	-1	ENSMUST00000055990	ENSMUSG00000016349	180880357	180882357
2	-1	ENSMUST00000163317	ENSMUSG00000016349	180880396	180882396
2	1	ENSMUST00000122747	ENSMUSG00000084696	180916216	180918216
2	1	ENSMUST00000016488	ENSMUSG00000016344	180919951	180921951
2	1	ENSMUST00000127971	ENSMUSG00000016344	180920000	180922000
2	1	ENSMUST00000108841	ENSMUSG00000016344	180920040	180922040
2	1	ENSMUST00000146089	ENSMUSG00000016344	180920051	180922051
2	1	ENSMUST00000138800	ENSMUSG00000016344	180920240	180922240
2	1	ENSMUST00000135011	ENSMUSG00000016344	180920618	180922618
2	-1	ENSMUST00000016511	ENSMUSG00000038751	180926425	180928425
2	-1	ENSMUST00000016498	ENSMUSG00000027579	180938266	180940266
2	-1	ENSMUST00000163234	ENSMUSG00000027579	180938267	180940267
2	1	ENSMUST00000117287	ENSMUSG00000083993	180949431	180951431
2	1	ENSMUST00000050026	ENSMUSG00000047841	180952717	180954717
2	1	ENSMUST00000108835	ENSMUSG00000047841	180952741	180954741
2	1	ENSMUST00000168227	ENSMUSG00000047841	180954240	180956240
2	-1	ENSMUST00000029102	ENSMUSG00000027580	180960319	180962319
2	-1	ENSMUST00000108831	ENSMUSG00000027580	180960319	180962319
2	-1	ENSMUST00000094203	ENSMUSG00000027580	180960320	180962320
2	-1	ENSMUST00000121484	ENSMUSG00000027580	180960323	180962323
2	-1	ENSMUST00000149417	ENSMUSG00000027580	180960326	180962326
2	-1	ENSMUST00000087446	ENSMUSG00000027580	180960436	180962436
2	-1	ENSMUST00000155049	ENSMUSG00000027580	180969861	180971861
2	-1	ENSMUST00000123148	ENSMUSG00000038705	180987479	180989479
2	1	ENSMUST00000119008	ENSMUSG00000084033	181024852	181026852
2	1	ENSMUST00000108746	ENSMUSG00000084033	181024978	181026978
2	-1	ENSMUST00000167054	ENSMUSG00000027581	181039163	181041163
2	-1	ENSMUST00000103045	ENSMUSG00000027581	181039163	181041163
2	1	ENSMUST00000098971	ENSMUSG00000038685	181052443	181054443
2	1	ENSMUST00000146273	ENSMUSG00000038685	181052457	181054457
2	1	ENSMUST00000054622	ENSMUSG00000038685	181052466	181054466
2	1	ENSMUST00000139608	ENSMUSG00000038685	181052466	181054466
2	1	ENSMUST00000108815	ENSMUSG00000038685	181052489	181054489
2	1	ENSMUST00000048608	ENSMUSG00000038685	181052489	181054489
2	1	ENSMUST00000108814	ENSMUSG00000038685	181052489	181054489
2	1	ENSMUST00000153112	ENSMUSG00000038685	181052667	181054667
2	1	ENSMUST00000148252	ENSMUSG00000038685	181061321	181063321
2	1	ENSMUST00000127299	ENSMUSG00000038685	181068640	181070640
2	1	ENSMUST00000126842	ENSMUSG00000038685	181071815	181073815
2	1	ENSMUST00000125233	ENSMUSG00000038685	181082159	181084159
2	1	ENSMUST00000130935	ENSMUSG00000038685	181082722	181084722
2	1	ENSMUST00000144648	ENSMUSG00000038685	181082832	181084832
2	1	ENSMUST00000130772	ENSMUSG00000038685	181084786	181086786
2	1	ENSMUST00000147266	ENSMUSG00000038685	181087104	181089104
2	1	ENSMUST00000139601	ENSMUSG00000038685	181087907	181089907
2	1	ENSMUST00000124149	ENSMUSG00000038685	181088398	181090398
2	1	ENSMUST00000133856	ENSMUSG00000038685	181088469	181090469
2	1	ENSMUST00000134651	ENSMUSG00000038685	181088674	181090674
2	1	ENSMUST00000137700	ENSMUSG00000038685	181088674	181090674
2	-1	ENSMUST00000170190	ENSMUSG00000038671	181090394	181092394
2	-1	ENSMUST00000152891	ENSMUSG00000038671	181090533	181092533
2	-1	ENSMUST00000127988	ENSMUSG00000038671	181090537	181092537
2	-1	ENSMUST00000152334	ENSMUSG00000038671	181090589	181092589
2	-1	ENSMUST00000108808	ENSMUSG00000038671	181091804	181093804
2	-1	ENSMUST00000152580	ENSMUSG00000038671	181092019	181094019
2	-1	ENSMUST00000048269	ENSMUSG00000038671	181092132	181094132
2	-1	ENSMUST00000130346	ENSMUSG00000038671	181092206	181094206
2	-1	ENSMUST00000139368	ENSMUSG00000038671	181092413	181094413
2	-1	ENSMUST00000123527	ENSMUSG00000038671	181092419	181094419
2	-1	ENSMUST00000153135	ENSMUSG00000038671	181094153	181096153
2	-1	ENSMUST00000145358	ENSMUSG00000038671	181096994	181098994
2	1	ENSMUST00000029105	ENSMUSG00000027582	181097632	181099632
2	1	ENSMUST00000108807	ENSMUSG00000027582	181098109	181100109
2	1	ENSMUST00000116366	ENSMUSG00000027582	181098127	181100127
2	1	ENSMUST00000131284	ENSMUSG00000027582	181098156	181100156
2	1	ENSMUST00000151457	ENSMUSG00000027582	181111098	181113098
2	1	ENSMUST00000156258	ENSMUSG00000027582	181112343	181114343
2	1	ENSMUST00000140943	ENSMUSG00000090077	181112782	181114782
2	1	ENSMUST00000048077	ENSMUSG00000090077	181113939	181115939
2	1	ENSMUST00000126611	ENSMUSG00000090077	181114062	181116062
2	1	ENSMUST00000126862	ENSMUSG00000090077	181114062	181116062
2	1	ENSMUST00000124299	ENSMUSG00000090077	181114062	181116062
2	1	ENSMUST00000108804	ENSMUSG00000090077	181114576	181116576
2	1	ENSMUST00000126733	ENSMUSG00000090077	181115190	181117190
2	1	ENSMUST00000127559	ENSMUSG00000085028	181116954	181118954
2	-1	ENSMUST00000087409	ENSMUSG00000027583	181143249	181145249
2	-1	ENSMUST00000146446	ENSMUSG00000027583	181154258	181156258
2	-1	ENSMUST00000155535	ENSMUSG00000027583	181156932	181158932
2	-1	ENSMUST00000158987	ENSMUSG00000089612	181158639	181160639
2	1	ENSMUST00000069649	ENSMUSG00000055882	181225910	181227910
2	1	ENSMUST00000125529	ENSMUSG00000000827	181229846	181231846
2	1	ENSMUST00000153909	ENSMUSG00000000827	181229868	181231868
2	1	ENSMUST00000149163	ENSMUSG00000000827	181229869	181231869
2	1	ENSMUST00000000844	ENSMUSG00000000827	181229885	181231885
2	1	ENSMUST00000108802	ENSMUSG00000000827	181229887	181231887
2	1	ENSMUST00000108800	ENSMUSG00000000827	181229891	181231891
2	1	ENSMUST00000069712	ENSMUSG00000000827	181229903	181231903
2	1	ENSMUST00000129390	ENSMUSG00000000827	181229933	181231933
2	1	ENSMUST00000108799	ENSMUSG00000000827	181229935	181231935
2	1	ENSMUST00000141825	ENSMUSG00000000827	181232549	181234549
2	1	ENSMUST00000155589	ENSMUSG00000000827	181232570	181234570
2	1	ENSMUST00000157753	ENSMUSG00000088378	181245254	181247254
2	1	ENSMUST00000130261	ENSMUSG00000000827	181245282	181247282
2	1	ENSMUST00000141523	ENSMUSG00000000826	181282030	181284030
2	-1	ENSMUST00000134340	ENSMUSG00000089917	181301853	181303853
2	-1	ENSMUST00000057816	ENSMUSG00000089917	181301853	181303853
2	-1	ENSMUST00000136997	ENSMUSG00000089917	181301856	181303856
2	-1	ENSMUST00000129469	ENSMUSG00000089917	181301867	181303867
2	-1	ENSMUST00000156308	ENSMUSG00000089917	181301869	181303869
2	-1	ENSMUST00000138408	ENSMUSG00000089917	181301935	181303935
2	-1	ENSMUST00000154613	ENSMUSG00000089917	181302318	181304318
2	-1	ENSMUST00000155182	ENSMUSG00000089917	181302357	181304357
2	-1	ENSMUST00000124315	ENSMUSG00000089917	181302468	181304468
2	-1	ENSMUST00000149332	ENSMUSG00000089917	181302554	181304554
2	-1	ENSMUST00000156998	ENSMUSG00000089917	181302710	181304710
2	-1	ENSMUST00000142296	ENSMUSG00000089917	181303065	181305065
2	-1	ENSMUST00000142491	ENSMUSG00000089917	181305029	181307029
2	-1	ENSMUST00000144856	ENSMUSG00000089917	181305957	181307957
2	-1	ENSMUST00000130893	ENSMUSG00000089917	181306002	181308002
2	-1	ENSMUST00000136875	ENSMUSG00000089917	181306013	181308013
2	-1	ENSMUST00000146823	ENSMUSG00000089917	181306989	181308989
2	-1	ENSMUST00000131949	ENSMUSG00000089917	181307370	181309370
2	1	ENSMUST00000152365	ENSMUSG00000010492	181311184	181313184
2	1	ENSMUST00000123110	ENSMUSG00000010492	181311189	181313189
2	1	ENSMUST00000148847	ENSMUSG00000010492	181311222	181313222
2	1	ENSMUST00000126672	ENSMUSG00000010492	181312193	181314193
2	1	ENSMUST00000122831	ENSMUSG00000010492	181312236	181314236
2	1	ENSMUST00000148004	ENSMUSG00000010492	181312302	181314302
2	-1	ENSMUST00000108791	ENSMUSG00000000823	181314807	181316807
2	-1	ENSMUST00000108789	ENSMUSG00000000823	181314807	181316807
2	-1	ENSMUST00000128553	ENSMUSG00000000823	181314809	181316809
2	1	ENSMUST00000136759	ENSMUSG00000010492	181314945	181316945
2	-1	ENSMUST00000155947	ENSMUSG00000000823	181317294	181319294
2	-1	ENSMUST00000135561	ENSMUSG00000000823	181317882	181319882
2	-1	ENSMUST00000140103	ENSMUSG00000000823	181317888	181319888
2	-1	ENSMUST00000150552	ENSMUSG00000000823	181319425	181321425
2	-1	ENSMUST00000132538	ENSMUSG00000000823	181319821	181321821
2	-1	ENSMUST00000131866	ENSMUSG00000000823	181320771	181322771
2	-1	ENSMUST00000133598	ENSMUSG00000000823	181322728	181324728
2	-1	ENSMUST00000153998	ENSMUSG00000000823	181323227	181325227
2	1	ENSMUST00000132714	ENSMUSG00000002455	181324572	181326572
2	-1	ENSMUST00000060173	ENSMUSG00000038605	181327922	181329922
2	-1	ENSMUST00000155783	ENSMUSG00000038605	181327925	181329925
2	-1	ENSMUST00000098967	ENSMUSG00000038605	181329483	181331483
2	-1	ENSMUST00000136249	ENSMUSG00000038605	181329496	181331496
2	1	ENSMUST00000136481	ENSMUSG00000002455	181334020	181336020
2	1	ENSMUST00000002529	ENSMUSG00000002455	181334023	181336023
2	1	ENSMUST00000139955	ENSMUSG00000002455	181334077	181336077
2	1	ENSMUST00000104330	ENSMUSG00000077518	181395010	181397010
2	-1	ENSMUST00000054491	ENSMUSG00000046470	181402540	181404540
2	1	ENSMUST00000129686	ENSMUSG00000059540	181413014	181415014
2	1	ENSMUST00000103042	ENSMUSG00000059540	181413014	181415014
2	1	ENSMUST00000166017	ENSMUSG00000059540	181413894	181415894
2	1	ENSMUST00000129745	ENSMUSG00000059540	181413894	181415894
2	1	ENSMUST00000129006	ENSMUSG00000059540	181415589	181417589
2	1	ENSMUST00000126623	ENSMUSG00000059540	181415870	181417870
2	1	ENSMUST00000136145	ENSMUSG00000059540	181416279	181418279
2	1	ENSMUST00000125892	ENSMUSG00000059540	181416305	181418305
2	1	ENSMUST00000126844	ENSMUSG00000059540	181420220	181422220
2	-1	ENSMUST00000144476	ENSMUSG00000002458	181421123	181423123
2	-1	ENSMUST00000108779	ENSMUSG00000002458	181421126	181423126
2	-1	ENSMUST00000002532	ENSMUSG00000002458	181421126	181423126
2	-1	ENSMUST00000165416	ENSMUSG00000002458	181421208	181423208
2	-1	ENSMUST00000108778	ENSMUSG00000002458	181421208	181423208
2	-1	ENSMUST00000108769	ENSMUSG00000002458	181421211	181423211
2	-1	ENSMUST00000108772	ENSMUSG00000002458	181421722	181423722
2	-1	ENSMUST00000108771	ENSMUSG00000002458	181421770	181423770
2	-1	ENSMUST00000108776	ENSMUSG00000002458	181421770	181423770
2	-1	ENSMUST00000143510	ENSMUSG00000002458	181422039	181424039
2	-1	ENSMUST00000124776	ENSMUSG00000002458	181422124	181424124
2	-1	ENSMUST00000130712	ENSMUSG00000002458	181422366	181424366
2	-1	ENSMUST00000052416	ENSMUSG00000045794	181429497	181431497
2	-1	ENSMUST00000132409	ENSMUSG00000045794	181429500	181431500
2	1	ENSMUST00000071585	ENSMUSG00000027584	181447720	181449720
2	1	ENSMUST00000137820	ENSMUSG00000027584	181447746	181449746
2	1	ENSMUST00000108764	ENSMUSG00000027584	181447748	181449748
2	1	ENSMUST00000108765	ENSMUSG00000027584	181447748	181449748
2	1	ENSMUST00000148334	ENSMUSG00000027584	181447750	181449750
2	1	ENSMUST00000108763	ENSMUSG00000027584	181447771	181449771
2	1	ENSMUST00000135535	ENSMUSG00000027584	181447787	181449787
2	1	ENSMUST00000126835	ENSMUSG00000027584	181447798	181449798
2	1	ENSMUST00000151241	ENSMUSG00000027584	181447805	181449805
2	1	ENSMUST00000108768	ENSMUSG00000027584	181448052	181450052
2	1	ENSMUST00000108767	ENSMUSG00000027584	181448297	181450297
2	1	ENSMUST00000108766	ENSMUSG00000027584	181448406	181450406
2	1	ENSMUST00000141074	ENSMUSG00000027584	181448407	181450407
2	-1	ENSMUST00000120868	ENSMUSG00000082786	181456746	181458746
2	1	ENSMUST00000156190	ENSMUSG00000010505	181499733	181501733
2	1	ENSMUST00000135744	ENSMUSG00000010505	181543901	181545901
2	1	ENSMUST00000148766	ENSMUSG00000010505	181552263	181554263
2	1	ENSMUST00000029116	ENSMUSG00000027589	181570558	181572558
2	1	ENSMUST00000108754	ENSMUSG00000027589	181570617	181572617
2	1	ENSMUST00000139434	ENSMUSG00000027589	181573537	181575537
2	1	ENSMUST00000155970	ENSMUSG00000027589	181575158	181577158
2	1	ENSMUST00000124346	ENSMUSG00000027589	181577158	181579158
2	1	ENSMUST00000145475	ENSMUSG00000027589	181583662	181585662
2	1	ENSMUST00000122811	ENSMUSG00000027589	181583670	181585670
2	1	ENSMUST00000142989	ENSMUSG00000027589	181583704	181585704
2	1	ENSMUST00000137893	ENSMUSG00000027589	181584267	181586267
2	1	ENSMUST00000039551	ENSMUSG00000038628	181597041	181599041
2	1	ENSMUST00000153214	ENSMUSG00000038628	181597064	181599064
2	1	ENSMUST00000119395	ENSMUSG00000083397	181629527	181631527
2	1	ENSMUST00000089788	ENSMUSG00000053277	181723840	181725840
3	1	ENSMUST00000162036	ENSMUSG00000034544	66783311	66785311
3	1	ENSMUST00000065074	ENSMUSG00000034544	66787593	66789593
3	1	ENSMUST00000065115	ENSMUSG00000034544	66787606	66789606
3	1	ENSMUST00000065047	ENSMUSG00000034544	66787606	66789606
3	1	ENSMUST00000046542	ENSMUSG00000034544	66787624	66789624
3	1	ENSMUST00000162693	ENSMUSG00000034544	66787625	66789625
3	1	ENSMUST00000161726	ENSMUSG00000034544	66787888	66789888
3	-1	ENSMUST00000133475	ENSMUSG00000084777	134001248	134003248
3	1	ENSMUST00000054791	ENSMUSG00000051076	100627381	100629381
3	1	ENSMUST00000026284	ENSMUSG00000025255	5216553	5218553
3	1	ENSMUST00000081955	ENSMUSG00000025255	5239671	5241671
3	1	ENSMUST00000146465	ENSMUSG00000085362	9401067	9403067
3	-1	ENSMUST00000041124	ENSMUSG00000040209	9425010	9427010
3	-1	ENSMUST00000148194	ENSMUSG00000074677	15693144	15695144
3	-1	ENSMUST00000108352	ENSMUSG00000074677	15693144	15695144
3	-1	ENSMUST00000108354	ENSMUSG00000074677	15693144	15695144
3	-1	ENSMUST00000050623	ENSMUSG00000074677	15693144	15695144
3	-1	ENSMUST00000012580	ENSMUSG00000027615	19893944	19895944
3	-1	ENSMUST00000130171	ENSMUSG00000027615	19893950	19895950
3	-1	ENSMUST00000108321	ENSMUSG00000027615	19894166	19896166
3	-1	ENSMUST00000167235	ENSMUSG00000027615	19909227	19911227
3	-1	ENSMUST00000151752	ENSMUSG00000027615	19909227	19911227
3	-1	ENSMUST00000137408	ENSMUSG00000027615	19910522	19912522
3	-1	ENSMUST00000124808	ENSMUSG00000027615	19912949	19914949
3	-1	ENSMUST00000126644	ENSMUSG00000027615	19913220	19915220
3	-1	ENSMUST00000155121	ENSMUSG00000027615	19914363	19916363
3	-1	ENSMUST00000108320	ENSMUSG00000078774	19914916	19916916
3	1	ENSMUST00000063988	ENSMUSG00000027630	21973573	21975573
3	1	ENSMUST00000092952	ENSMUSG00000027692	28160135	28162135
3	1	ENSMUST00000160934	ENSMUSG00000027692	28160135	28162135
3	1	ENSMUST00000159236	ENSMUSG00000027692	28160136	28162136
3	1	ENSMUST00000161234	ENSMUSG00000027692	28160197	28162197
3	1	ENSMUST00000159680	ENSMUSG00000027692	28160484	28162484
3	1	ENSMUST00000160307	ENSMUSG00000027692	28160484	28162484
3	1	ENSMUST00000162037	ENSMUSG00000027692	28160484	28162484
3	1	ENSMUST00000161964	ENSMUSG00000027692	28160564	28162564
3	1	ENSMUST00000162777	ENSMUSG00000027692	28160564	28162564
3	1	ENSMUST00000159308	ENSMUSG00000027692	28160564	28162564
3	1	ENSMUST00000162485	ENSMUSG00000027692	28160564	28162564
3	1	ENSMUST00000160518	ENSMUSG00000027692	28160564	28162564
3	1	ENSMUST00000161423	ENSMUSG00000027692	28306352	28308352
3	1	ENSMUST00000146943	ENSMUSG00000063600	28979221	28981221
3	1	ENSMUST00000126420	ENSMUSG00000063600	28979498	28981498
3	1	ENSMUST00000119598	ENSMUSG00000063600	28979654	28981654
3	1	ENSMUST00000118531	ENSMUSG00000063600	28979692	28981692
3	1	ENSMUST00000143483	ENSMUSG00000063600	29354685	29356685
3	-1	ENSMUST00000172697	ENSMUSG00000027684	29862377	29864377
3	-1	ENSMUST00000172754	ENSMUSG00000027684	29874265	29876265
3	-1	ENSMUST00000155737	ENSMUSG00000027669	32477253	32479253
3	-1	ENSMUST00000152901	ENSMUSG00000027669	32480919	32482919
3	-1	ENSMUST00000108234	ENSMUSG00000027669	32480919	32482919
3	-1	ENSMUST00000029212	ENSMUSG00000027669	32481976	32483976
3	-1	ENSMUST00000144292	ENSMUSG00000027669	32489132	32491132
3	-1	ENSMUST00000143588	ENSMUSG00000027669	32496765	32498765
3	1	ENSMUST00000061260	ENSMUSG00000046743	38783861	38785861
3	1	ENSMUST00000129182	ENSMUSG00000046743	38787863	38789863
3	-1	ENSMUST00000136747	ENSMUSG00000086101	45082361	45084361
3	1	ENSMUST00000029315	ENSMUSG00000027751	54495034	54497034
3	-1	ENSMUST00000107943	ENSMUSG00000027799	55427126	55429126
3	-1	ENSMUST00000107951	ENSMUSG00000027799	55427126	55429126
3	-1	ENSMUST00000029374	ENSMUSG00000027799	55427126	55429126
3	-1	ENSMUST00000168777	ENSMUSG00000027799	55428441	55430441
3	1	ENSMUST00000094227	ENSMUSG00000070465	59754230	59756230
3	1	ENSMUST00000159525	ENSMUSG00000027827	64911305	64913305
3	1	ENSMUST00000049230	ENSMUSG00000027827	64911305	64913305
3	1	ENSMUST00000161404	ENSMUSG00000027827	64990024	64992024
3	-1	ENSMUST00000029419	ENSMUSG00000027831	65855482	65857482
3	1	ENSMUST00000044717	ENSMUSG00000027777	67866863	67868863
3	1	ENSMUST00000171776	ENSMUSG00000027777	67866863	67868863
3	1	ENSMUST00000029355	ENSMUSG00000027784	69118782	69120782
3	1	ENSMUST00000068481	ENSMUSG00000027784	69144718	69146718
3	1	ENSMUST00000118853	ENSMUSG00000027955	79686454	79688454
3	1	ENSMUST00000145992	ENSMUSG00000027955	79686518	79688518
3	1	ENSMUST00000029567	ENSMUSG00000027955	79687851	79689851
3	1	ENSMUST00000142889	ENSMUSG00000028008	81784211	81786211
3	1	ENSMUST00000166581	ENSMUSG00000028001	82828074	82830074
3	1	ENSMUST00000072046	ENSMUSG00000028001	82834678	82836678
3	-1	ENSMUST00000154148	ENSMUSG00000074513	84298347	84300347
3	-1	ENSMUST00000165196	ENSMUSG00000001417	88045301	88047301
3	-1	ENSMUST00000163277	ENSMUSG00000001417	88047116	88049116
3	-1	ENSMUST00000029783	ENSMUSG00000028136	94299465	94301465
